,Election,Year,State,District,Party,Candidate,Votes Received,Vote Percentage
3844,house,2014,UT,3rd District,DEM,Brian Wonnacott,29575,22.6
3845,house,2014,UT,3rd District,Other,Zack Strong,2930,2.2
3846,house,2014,UT,3rd District,Other,Stephen Tryon,2314,1.8
3847,house,2014,UT,3rd District,Other,Ben Mates,1327,1.0
3848,house,2014,UT,4th District,REP,Mia Love,64390,50.0
3849,house,2014,UT,4th District,DEM,Doug Owens,60165,46.8
3850,house,2014,UT,4th District,Other,Tim Aalders,1764,1.4
3851,house,2014,UT,4th District,Other,Collin Simonsen,1214,0.9
3852,house,2014,UT,4th District,Other,Jim Vein,1154,0.9
3853,house,2014,VT,1st District,DEM,Peter Welch,123896,64.4
3854,house,2014,VT,1st District,REP,Mark Donka,59903,31.1
3855,house,2014,VT,1st District,Other,Cris Ericson,2806,1.5
3856,house,2014,VT,1st District,Other,Matthew Andrews,2080,1.1
3857,house,2014,VT,1st District,Other,Jerry Trudell,2038,1.1
3858,house,2014,VT,1st District,Other,Randall Meyer,1698,0.9
3859,house,2014,WA,1st District,DEM,Suzan DelBene,117337,55.0
3860,house,2014,WA,1st District,REP,Pedro Celis,96145,45.0
3861,house,2014,WA,2nd District,DEM,Rick Larsen,118082,60.7
3862,house,2014,WA,2nd District,REP,B.J. Guillot,76323,39.3
3863,house,2014,WA,3rd District,REP,Jaime Herrera Beutler,123002,61.5
3864,house,2014,WA,3rd District,DEM,Bob Dingethal,76839,38.5
3865,house,2014,WA,4th District,REP,Dan Newhouse,76624,50.9
3866,house,2014,WA,4th District,REP,Clint Didier,74010,49.1
3867,house,2014,WA,5th District,REP,Cathy McMorris Rodgers,120419,60.4
3868,house,2014,WA,5th District,DEM,Joe Pakootas,79113,39.6
3869,house,2014,WA,6th District,DEM,Derek Kilmer,139790,63.0
3870,house,2014,WA,6th District,REP,Marty McClendon,82134,37.0
3871,house,2014,WA,7th District,DEM,Jim McDermott,182519,80.8
3872,house,2014,WA,7th District,REP,Craig Keller,43479,19.2
3873,house,2014,WA,8th District,REP,Dave Reichert,119420,63.4
3874,house,2014,WA,8th District,DEM,Jason Ritchie,68841,36.6
3875,house,2014,WA,9th District,DEM,Adam Smith,107368,70.7
3876,house,2014,WA,9th District,REP,Doug Basler,44564,29.3
3877,house,2014,WA,10th District,DEM,Denny Heck,95001,54.6
3878,house,2014,WA,10th District,REP,Joyce McDonald,78955,45.4
3879,house,2014,WI,1st District,REP,Paul Ryan,182118,63.3
3880,house,2014,WI,1st District,DEM,Rob Zerban,105465,36.7
3881,house,2014,WI,2nd District,DEM,Mark Pocan,224548,68.5
3882,house,2014,WI,2nd District,REP,Peter Theron,103303,31.5
3883,house,2014,WI,3rd District,DEM,Ron Kind,155221,56.7
3884,house,2014,WI,3rd District,REP,Tony Kurtz,118669,43.3
3885,house,2014,WI,4th District,DEM,Gwen Moore,178822,70.3
3886,house,2014,WI,4th District,REP,Dan Sebring,68386,26.9
3887,house,2014,WI,4th District,Other,Robert Raymond,6997,2.8
3888,house,2014,WI,5th District,REP,Jim Sensenbrenner,230725,69.5
3889,house,2014,WI,5th District,DEM,Chris Rockwood,101065,30.5
3890,house,2014,WI,6th District,REP,Glenn Grothman,169625,56.8
3891,house,2014,WI,6th District,DEM,Mark Harris,122146,40.9
3892,house,2014,WI,6th District,Other,Gus Fahrendorf,6850,2.3
3893,house,2014,WI,7th District,REP,Sean Duffy,169451,59.2
3894,house,2014,WI,7th District,DEM,Kelly Westlund,112895,39.5
3895,house,2014,WI,7th District,Other,Lawrence Dale,3661,1.3
3896,house,2014,WI,8th District,REP,Reid Ribble,188370,65.1
3897,house,2014,WI,8th District,DEM,Ron Gruett,101045,34.9
3898,house,2014,WV,1st District,REP,David McKinley,91941,64.0
3899,house,2014,WV,1st District,DEM,Glen Gainer,51755,36.0
3900,house,2014,WV,2nd District,REP,Alex Mooney,72237,47.1
3901,house,2014,WV,2nd District,DEM,Nick Casey,67325,43.9
3902,house,2014,WV,2nd District,Other,Davy Jones,7645,5.0
3903,house,2014,WV,2nd District,Other,Ed Rabel,6211,4.0
3904,house,2014,WV,3rd District,REP,Evan Jenkins,77170,55.3
3905,house,2014,WV,3rd District,DEM,Nick Rahall,62309,44.7
3906,house,2014,WY,1st District,REP,Cynthia Lummis,111129,68.5
3907,house,2014,WY,1st District,DEM,Richard Grayson,37365,23.0
3908,house,2014,WY,1st District,Other,Richard Brubaker,7025,4.3
3909,house,2014,WY,1st District,Other,Daniel Cummings,6635,4.1
3910,house,2016,AK,1st District,REP,Don Young,125729,50.5
3911,house,2016,AK,1st District,DEM,Steve Lindbeck,90784,36.5
3912,house,2016,AK,1st District,Other,Jim McDermott,25104,10.1
3913,house,2016,AK,1st District,Other,Bernie Souphanavong,7158,2.9
3914,house,2016,AL,1st District,REP,Bradley Byrne,Uncontested race,35.8
3915,house,2016,AL,2nd District,REP,Martha Roby,134450,54.6
3916,house,2016,AL,2nd District,DEM,Nathan Mathis,111640,45.4
3917,house,2016,AL,3rd District,REP,Mike Rogers,190724,40.2
3918,house,2016,AL,3rd District,DEM,Jesse Smith,93567,19.7
3919,house,2016,AL,4th District,REP,Robert Aderholt,Uncontested race,19.7
3920,house,2016,AL,5th District,REP,Mo Brooks,204791,66.8
3921,house,2016,AL,5th District,DEM,Will Boyd,101577,33.2
3922,house,2016,AL,6th District,REP,Gary Palmer,240897,74.8
3923,house,2016,AL,6th District,DEM,David Putman,81296,25.2
3924,house,2016,AL,7th District,DEM,Terri Sewell,Uncontested race,25.2
3925,house,2016,AR,1st District,REP,Rick Crawford,183068,76.5
3926,house,2016,AR,1st District,Other,Mark West,56200,23.5
3927,house,2016,AR,2nd District,REP,French Hill,176100,58.4
3928,house,2016,AR,2nd District,DEM,Dianne Curry,111049,36.8
3929,house,2016,AR,2nd District,Other,Chris Hayes,14287,4.7
3930,house,2016,AR,3rd District,REP,Steve Womack,214268,77.3
3931,house,2016,AR,3rd District,Other,Steve Isaacson,62793,22.7
3932,house,2016,AR,4th District,REP,Bruce Westerman,181921,74.9
3933,house,2016,AR,4th District,Other,Kerry Hicks,60969,25.1
3934,house,2016,AZ,1st District,DEM,Tom O'Halleran,117048,50.8
3935,house,2016,AZ,1st District,REP,Paul Babeu,100236,43.5
3936,house,2016,AZ,1st District,Other,Ray Parrish,13122,5.7
3937,house,2016,AZ,2nd District,REP,Martha McSally,157677,56.7
3938,house,2016,AZ,2nd District,DEM,Matt Heinz,120572,43.3
3939,house,2016,AZ,3rd District,DEM,Raul Grijalva,Uncontested race,43.3
3940,house,2016,AZ,4th District,REP,Paul Gosar,171901,71.5
3941,house,2016,AZ,4th District,DEM,Mike Weisser,68460,28.5
3942,house,2016,AZ,5th District,REP,Andy Biggs,157980,63.1
3943,house,2016,AZ,5th District,DEM,Talia Fuentes,92225,36.9
3944,house,2016,AZ,6th District,REP,David Schweikert,158978,61.6
3945,house,2016,AZ,6th District,DEM,John Williamson,99008,38.4
3946,house,2016,AZ,7th District,DEM,Ruben Gallego,88219,74.6
3947,house,2016,AZ,7th District,REP,Eve Nunez,30040,25.4
3948,house,2016,AZ,8th District,REP,Trent Franks,165593,68.6
3949,house,2016,AZ,8th District,Other,Mark Salazar,75963,31.4
3950,house,2016,AZ,9th District,DEM,Kyrsten Sinema,132281,61.1
3951,house,2016,AZ,9th District,REP,Dave Giles,84137,38.9
3952,house,2016,CA,1st District,REP,Doug La Malfa,164907,59.5
3953,house,2016,CA,1st District,DEM,Jim Reed,112183,40.5
3954,house,2016,CA,2nd District,DEM,Jared Huffman,177724,77.1
3955,house,2016,CA,2nd District,REP,Dale Mensing,52818,22.9
3956,house,2016,CA,3rd District,DEM,John Garamendi,127623,58.2
3957,house,2016,CA,3rd District,REP,Eugene Cleek,91544,41.8
3958,house,2016,CA,4th District,REP,Tom McClintock,196613,62.8
3959,house,2016,CA,4th District,DEM,Robert Derlet,116541,37.2
3960,house,2016,CA,5th District,DEM,Charles Thompson,172810,77.2
3961,house,2016,CA,5th District,REP,Carlos Santamaria,51098,22.8
3962,house,2016,CA,6th District,DEM,Doris Matsui,145704,75.2
3963,house,2016,CA,6th District,REP,Robert Evans,47926,24.8
3964,house,2016,CA,7th District,DEM,Ami Bera,129064,51.2
3965,house,2016,CA,7th District,REP,Scott Jones,123056,48.8
3966,house,2016,CA,8th District,REP,Paul Cook,129690,62.7
3967,house,2016,CA,8th District,DEM,Rita Ramirez,76999,37.3
3968,house,2016,CA,9th District,DEM,Jerry McNerney,106256,57.6
3969,house,2016,CA,9th District,REP,Tony Amador,78121,42.4
3970,house,2016,CA,10th District,REP,Jeff Denham,110659,52.4
3971,house,2016,CA,10th District,DEM,Michael Eggman,100646,47.6
3972,house,2016,CA,11th District,DEM,Mark DeSaulnier,194345,71.8
3973,house,2016,CA,11th District,REP,Roger Petersen,76473,28.2
3974,house,2016,CA,12th District,DEM,Nancy Pelosi,250378,81.0
3975,house,2016,CA,12th District,Other,Preston Picus,58577,19.0
3976,house,2016,CA,13th District,DEM,Barbara Lee,277390,90.7
3977,house,2016,CA,13th District,REP,Sue Caro,28413,9.3
3978,house,2016,CA,14th District,DEM,Jackie Speier,213612,80.9
3979,house,2016,CA,14th District,REP,Angel Cardenas,50485,19.1
3980,house,2016,CA,15th District,DEM,Eric Swalwell,188179,73.8
3981,house,2016,CA,15th District,REP,Danny Turner,66959,26.2
3982,house,2016,CA,16th District,DEM,Jim Costa,72111,57.8
3983,house,2016,CA,16th District,REP,Johnny Tacherra,52570,42.2
3984,house,2016,CA,17th District,DEM,Ro Khanna,135607,61.1
3985,house,2016,CA,17th District,DEM,Mike Honda,86505,38.9
3986,house,2016,CA,18th District,DEM,Anna Eshoo,220139,71.2
3987,house,2016,CA,18th District,REP,Richard Fox,88907,28.8
3988,house,2016,CA,19th District,DEM,Zoe Lofgren,171688,74.0
3989,house,2016,CA,19th District,REP,Burt Lancaster,60420,26.0
3990,house,2016,CA,20th District,DEM,Jimmy Panetta,144870,70.6
3991,house,2016,CA,20th District,REP,Casey Lucius,60324,29.4
3992,house,2016,CA,21st District,REP,David Valadao,68481,58.0
3993,house,2016,CA,21st District,DEM,Emilio Huerta,49643,42.0
3994,house,2016,CA,22nd District,REP,Devin Nunes,143333,68.2
3995,house,2016,CA,22nd District,DEM,Louie Campos,66802,31.8
3996,house,2016,CA,23rd District,REP,Kevin McCarthy,151346,70.0
3997,house,2016,CA,23rd District,DEM,Wendy Reed,64842,30.0
3998,house,2016,CA,24th District,DEM,Salud Carbajal,155492,53.2
3999,house,2016,CA,24th District,REP,Justin Fareed,136532,46.8
4000,house,2016,CA,25th District,REP,Steve Knight,112768,54.2
4001,house,2016,CA,25th District,DEM,Bryan Caforio,95296,45.8
4002,house,2016,CA,26th District,DEM,Julia Brownley,148550,59.9
4003,house,2016,CA,26th District,REP,Rafael Dagnesses,99597,40.1
4004,house,2016,CA,27th District,DEM,Judy Chu,133766,66.5
4005,house,2016,CA,27th District,REP,Jack Orswell,67421,33.5
4006,house,2016,CA,28th District,DEM,Adam Schiff,168082,77.9
4007,house,2016,CA,28th District,REP,Lenore Solis,47619,22.1
4008,house,2016,CA,29th District,DEM,Tony Cardenas,98879,75.2
4009,house,2016,CA,29th District,DEM,Richard Alarcon,32656,24.8
4010,house,2016,CA,30th District,DEM,Brad Sherman,159974,72.4
4011,house,2016,CA,30th District,REP,Mark Reed,60865,27.6
4012,house,2016,CA,31st District,DEM,Pete Aguilar,111870,55.7
4013,house,2016,CA,31st District,REP,Paul Chabot,89070,44.3
4014,house,2016,CA,32nd District,DEM,Grace Napolitano,93059,62.4
4015,house,2016,CA,32nd District,DEM,Roger Hernandez,56050,37.6
4016,house,2016,CA,33rd District,DEM,Ted Lieu,173778,66.3
4017,house,2016,CA,33rd District,REP,Kenneth Wright,88507,33.7
4018,house,2016,CA,34th District,DEM,Xavier Becerra,97305,78.2
4019,house,2016,CA,34th District,DEM,Adrienne Edwards,27091,21.8
4020,house,2016,CA,35th District,DEM,Norma Torres,109767,71.8
4021,house,2016,CA,35th District,REP,Tyler Fischella,43189,28.2
4022,house,2016,CA,36th District,DEM,Raul Ruiz,132252,61.4
4023,house,2016,CA,36th District,REP,Jeff Stone,83049,38.6
4024,house,2016,CA,37th District,DEM,Karen Bass,150535,82.0
4025,house,2016,CA,37th District,DEM,Chris Wiggins,33082,18.0
4026,house,2016,CA,38th District,DEM,Linda Sanchez,131099,69.7
4027,house,2016,CA,38th District,REP,Ryan Downing,56883,30.3
4028,house,2016,CA,39th District,REP,Ed Royce,138907,57.7
4029,house,2016,CA,39th District,DEM,Brett Murdock,101651,42.3
4030,house,2016,CA,40th District,DEM,Lucille Roybal-Allard,82789,71.9
4031,house,2016,CA,40th District,Other,Roman Gonzalez,32404,28.1
4032,house,2016,CA,41st District,DEM,Mark Takano,115859,64.4
4033,house,2016,CA,41st District,REP,Doug Shepherd,64153,35.6
4034,house,2016,CA,42nd District,REP,Ken Calvert,139915,59.0
4035,house,2016,CA,42nd District,DEM,Tim Sheridan,97123,41.0
4036,house,2016,CA,43rd District,DEM,Maxine Waters,128551,75.6
4037,house,2016,CA,43rd District,REP,Omar Navarro,41507,24.4
4038,house,2016,CA,44th District,DEM,Nanette Barragan,70303,51.1
4039,house,2016,CA,44th District,DEM,Isadore Hall,67177,48.9
4040,house,2016,CA,45th District,REP,Mimi Walters,171736,59.0
4041,house,2016,CA,45th District,DEM,Ron Varasteh,119521,41.0
4042,house,2016,CA,46th District,DEM,Lou Correa,103475,69.9
4043,house,2016,CA,46th District,DEM,Bao Nguyen,44652,30.1
4044,house,2016,CA,47th District,DEM,Alan Lowenthal,127832,62.5
4045,house,2016,CA,47th District,REP,Andy Whallon,76670,37.5
4046,house,2016,CA,48th District,REP,Dana Rohrabacher,165987,58.5
4047,house,2016,CA,48th District,DEM,Suzanne Savary,117716,41.5
4048,house,2016,CA,49th District,REP,Darrell Issa,134428,51.0
4049,house,2016,CA,49th District,DEM,Doug Applegate,129100,49.0
4050,house,2016,CA,50th District,REP,Duncan Hunter,148880,63.9
4051,house,2016,CA,50th District,DEM,Patrick Malloy,84142,36.1
4052,house,2016,CA,51st District,DEM,Juan Vargas,108932,71.9
4053,house,2016,CA,51st District,REP,Juan Hidalgo,42676,28.1
4054,house,2016,CA,52nd District,DEM,Scott Peters,148651,56.4
4055,house,2016,CA,52nd District,REP,Denise Gitsham,115013,43.6
4056,house,2016,CA,53rd District,DEM,Susan Davis,151269,66.1
4057,house,2016,CA,53rd District,REP,James Veltmeyer,77436,33.9
4058,house,2016,CO,1st District,DEM,Diana DeGette,193589,67.9
4059,house,2016,CO,1st District,REP,Charles Stockham,80926,28.4
4060,house,2016,CO,1st District,Other,Darrell Dinges,10802,3.8
4061,house,2016,CO,2nd District,DEM,Jared Polis,251988,56.8
4062,house,2016,CO,2nd District,REP,Nicholas Morse,166020,37.4
4063,house,2016,CO,2nd District,Other,Richard Longstreth,25858,5.8
4064,house,2016,CO,3rd District,REP,Scott Tipton,191917,54.6
4065,house,2016,CO,3rd District,DEM,Gail Schwartz,142794,40.6
4066,house,2016,CO,3rd District,Other,Gaylon Kent,16996,4.8
4067,house,2016,CO,4th District,REP,Ken Buck,241424,63.8
4068,house,2016,CO,4th District,DEM,Bob Seay,119249,31.5
4069,house,2016,CO,4th District,Other,Bruce Griffith,17925,4.7
4070,house,2016,CO,5th District,REP,Doug Lamborn,222169,62.4
4071,house,2016,CO,5th District,DEM,Misty Plowright,109573,30.8
4072,house,2016,CO,5th District,Other,Mike McRedmond,24320,6.8
4073,house,2016,CO,6th District,REP,Mike Coffman,180727,51.3
4074,house,2016,CO,6th District,DEM,Morgan Carroll,149417,42.4
4075,house,2016,CO,6th District,Other,Norm Olsen,17102,4.9
4076,house,2016,CO,6th District,Other,Robert Lee Worthey,5038,1.4
4077,house,2016,CO,7th District,DEM,Ed Perlmutter,185208,55.2
4078,house,2016,CO,7th District,REP,George Athanasopoulos,134244,40.0
4079,house,2016,CO,7th District,Other,Martin Buchanan,15831,4.7
4080,house,2016,CT,1st District,DEM,John Larson,193040,63.6
4081,house,2016,CT,1st District,REP,Matthew Corey,104214,34.3
4082,house,2016,CT,1st District,Other,Michael DeRosa,6283,2.1
4083,house,2016,CT,2nd District,DEM,Joe Courtney,207584,63.0
4084,house,2016,CT,2nd District,REP,Daria Novak,111587,33.9
4085,house,2016,CT,2nd District,Other,Jonathan Pelto,5332,1.6
4086,house,2016,CT,2nd District,Other,Daniel Reale,5016,1.5
4087,house,2016,CT,3rd District,DEM,Rosa DeLauro,208900,68.7
4088,house,2016,CT,3rd District,REP,Angel Cadena,95370,31.3
4089,house,2016,CT,4th District,DEM,Jim Himes,185928,60.1
4090,house,2016,CT,4th District,REP,John Shaban,123630,39.9
4091,house,2016,CT,5th District,DEM,Elizabeth Esty,174788,57.9
4092,house,2016,CT,5th District,REP,Clay Cope,126842,42.1
4093,house,2016,DE,1st District,DEM,Lisa Rochester,233542,55.5
4094,house,2016,DE,1st District,REP,Hans Reigle,172290,41.0
4095,house,2016,DE,1st District,Other,Mark Perri,8325,2.0
4096,house,2016,DE,1st District,Other,Scott Gesty,6436,1.5
4097,house,2016,FL,1st District,REP,Matt Gaetz,254280,69.1
4098,house,2016,FL,1st District,DEM,Steven Specht,113586,30.9
4099,house,2016,FL,2nd District,REP,Neal Dunn,230838,67.3
4100,house,2016,FL,2nd District,DEM,Walter Dartland,102596,29.9
4101,house,2016,FL,2nd District,Other,Rob Lapham,9384,2.7
4102,house,2016,FL,3rd District,REP,Ted Yoho,193261,56.6
4103,house,2016,FL,3rd District,DEM,Ken McGurn,135688,39.7
4104,house,2016,FL,3rd District,Other,Tom Wells,12438,3.6
4105,house,2016,FL,4th District,REP,John Rutherford,286018,70.2
4106,house,2016,FL,4th District,DEM,David Bruderly,112253,27.6
4107,house,2016,FL,4th District,Other,Gary Koniz,8990,2.2
4108,house,2016,FL,5th District,DEM,Al Lawson,193430,64.2
4109,house,2016,FL,5th District,REP,Glo Smith,107784,35.8
4110,house,2016,FL,6th District,REP,Ron DeSantis,213180,58.6
4111,house,2016,FL,6th District,DEM,Bill McCullough,150677,41.4
4112,house,2016,FL,7th District,DEM,Stephanie Murphy,181758,51.5
4113,house,2016,FL,7th District,REP,John Mica,171412,48.5
4114,house,2016,FL,8th District,REP,Bill Posey,246257,63.1
4115,house,2016,FL,8th District,DEM,Corry Westbrook,126962,32.5
4116,house,2016,FL,8th District,Other,Bill Stinson,16924,4.3
4117,house,2016,FL,9th District,DEM,Darren Soto,194963,57.5
4118,house,2016,FL,9th District,REP,Wayne Liebnitzky,144281,42.5
4119,house,2016,FL,10th District,DEM,Val Demings,198309,64.9
4120,house,2016,FL,10th District,REP,Thuy Lowe,107423,35.1
4121,house,2016,FL,11th District,REP,Daniel Webster,257881,65.4
4122,house,2016,FL,11th District,DEM,Dave Koller,124599,31.6
4123,house,2016,FL,11th District,Other,Bruce Ray Riggs,11961,3.0
4124,house,2016,FL,12th District,REP,Gus Bilirakis,253347,68.6
4125,house,2016,FL,12th District,DEM,Robert Tager,115909,31.4
4126,house,2016,FL,13th District,DEM,Charlie Crist,184371,51.9
4127,house,2016,FL,13th District,REP,David Jolly,170964,48.1
4128,house,2016,FL,14th District,DEM,Kathy Castor,194851,61.8
4129,house,2016,FL,14th District,REP,Christine Quinn,120584,38.2
4130,house,2016,FL,15th District,REP,Dennis Ross,182498,57.5
4131,house,2016,FL,15th District,DEM,Jim Lange,134945,42.5
4132,house,2016,FL,16th District,REP,Vern Buchanan,230187,59.8
4133,house,2016,FL,16th District,DEM,Jan Schneider,154854,40.2
4134,house,2016,FL,17th District,REP,Tom Rooney,209135,61.8
4135,house,2016,FL,17th District,DEM,April Freeman,115801,34.2
4136,house,2016,FL,17th District,Other,John Sawyer,13336,3.9
4137,house,2016,FL,18th District,REP,Brian Mast,201011,53.6
4138,house,2016,FL,18th District,DEM,Randy Perkins,161328,43.0
4139,house,2016,FL,18th District,Other,Carla Spalding,12451,3.3
4140,house,2016,FL,19th District,REP,Francis Rooney,238975,65.9
4141,house,2016,FL,19th District,DEM,Robert Neeld,123625,34.1
4142,house,2016,FL,20th District,DEM,Alcee Hastings,220452,80.3
4143,house,2016,FL,20th District,REP,Gary Stein,54079,19.7
4144,house,2016,FL,21st District,DEM,Lois Frankel,208999,62.7
4145,house,2016,FL,21st District,REP,Paul Spain,117273,35.2
4146,house,2016,FL,21st District,Other,Michael Trout,7148,2.1
4147,house,2016,FL,22nd District,DEM,Ted Deutch,197396,58.9
4148,house,2016,FL,22nd District,REP,Andrea McGee,137691,41.1
4149,house,2016,FL,23rd District,DEM,Debbie Wasserman Schultz,180979,56.7
4150,house,2016,FL,23rd District,REP,Joe Kaufman,129400,40.5
4151,house,2016,FL,23rd District,Other,Don Endriss,5100,1.6
4152,house,2016,FL,23rd District,Other,Lyle Milstein,3835,1.2
4153,house,2016,FL,24th District,DEM,Frederica Wilson,Uncontested race,1.2
4154,house,2016,FL,25th District,REP,Mario Diaz-Balart,157748,62.4
4155,house,2016,FL,25th District,DEM,Alina Valdes,95008,37.6
4156,house,2016,FL,26th District,REP,Carlos Curbelo,148445,53.0
4157,house,2016,FL,26th District,DEM,Joe Garcia,115348,41.2
4158,house,2016,FL,26th District,Other,Jose Peixoto,16491,5.9
4159,house,2016,FL,27th District,REP,Ileana Ros-Lehtinen,157763,54.9
4160,house,2016,FL,27th District,DEM,Scott Fuhrman,129548,45.1
4161,house,2016,GA,1st District,REP,Buddy Carter,Uncontested race,4.2
4162,house,2016,GA,2nd District,DEM,Sanford Bishop,146284,61.0
4163,house,2016,GA,2nd District,REP,Gregory Duke,93392,39.0
4164,house,2016,GA,3rd District,REP,Drew Ferguson,206930,68.4
4165,house,2016,GA,3rd District,DEM,Angela Pendley,95736,31.6
4166,house,2016,GA,4th District,DEM,Hank Johnson,214278,75.6
4167,house,2016,GA,4th District,REP,Victor Armendariz,69075,24.4
4168,house,2016,GA,5th District,DEM,John Lewis,241773,84.6
4169,house,2016,GA,5th District,REP,Douglas Bell,44032,15.4
4170,house,2016,GA,6th District,REP,Tom Price,191792,61.6
4171,house,2016,GA,6th District,DEM,Rodney Stooksbury,119536,38.4
4172,house,2016,GA,7th District,REP,Rob Woodall,173638,60.5
4173,house,2016,GA,7th District,DEM,Rashid Malik,113593,39.5
4174,house,2016,GA,8th District,REP,Austin Scott,171529,67.7
4175,house,2016,GA,8th District,DEM,James Harris,81903,32.3
4176,house,2016,GA,9th District,REP,Doug Collins,Uncontested race,32.3
4177,house,2016,GA,10th District,REP,Jody Hice,Uncontested race,32.3
4178,house,2016,GA,11th District,REP,Barry Loudermilk,216772,67.5
4179,house,2016,GA,11th District,DEM,Don Wilson,104401,32.5
4180,house,2016,GA,12th District,REP,Rick Allen,158705,61.6
4181,house,2016,GA,12th District,DEM,Tricia McCracken,98870,38.4
4182,house,2016,GA,13th District,DEM,David Scott,Uncontested race,38.4
4183,house,2016,GA,14th District,REP,Tom Graves,Uncontested race,38.4
4184,house,2016,HI,1st District,DEM,Colleen Hanabusa,145365,72.9
4185,house,2016,HI,1st District,REP,Shirlene Ostrov,44071,22.1
4186,house,2016,HI,1st District,Other,Alan Yim,5556,2.8
4187,house,2016,HI,1st District,Other,Calvin Griffin,4377,2.2
4188,house,2016,HI,2nd District,DEM,Tulsi Gabbard,170829,81.2
4189,house,2016,HI,2nd District,REP,Angela Kaaihue,39662,18.8
4190,house,2016,IA,1st District,REP,Rod Blum,206273,53.9
4191,house,2016,IA,1st District,DEM,Monica Vernon,176447,46.1
4192,house,2016,IA,2nd District,DEM,Dave Loebsack,197802,53.7
4193,house,2016,IA,2nd District,REP,Christopher Peters,170529,46.3
4194,house,2016,IA,3rd District,REP,David Young,208264,53.5
4195,house,2016,IA,3rd District,DEM,Jim Mowrer,154780,39.8
4196,house,2016,IA,3rd District,Other,Bryan Holder,15337,3.9
4197,house,2016,IA,3rd District,Other,Claudia Addy,6335,1.6
4198,house,2016,IA,3rd District,Other,Joe Grandanette,4511,1.2
4199,house,2016,IA,4th District,REP,Steve King,225842,61.4
4200,house,2016,IA,4th District,DEM,Kim Weaver,142018,38.6
4201,house,2016,ID,1st District,REP,Raul Labrador,236397,68.0
4202,house,2016,ID,1st District,DEM,James Piotrowski,111035,32.0
4203,house,2016,ID,2nd District,REP,Mike Simpson,208887,63.0
4204,house,2016,ID,2nd District,DEM,Jennifer Martinez,97250,29.3
4205,house,2016,ID,2nd District,Other,Anthony Tomkins,25575,7.7
4206,house,2016,IL,1st District,DEM,Bobby Rush,221551,73.4
4207,house,2016,IL,1st District,REP,August Deuser,80161,26.6
4208,house,2016,IL,2nd District,DEM,Robin Kelly,229184,79.6
4209,house,2016,IL,2nd District,REP,John Morrow,58788,20.4
4210,house,2016,IL,3rd District,DEM,Daniel Lipinski,Uncontested race,20.4
4211,house,2016,IL,4th District,DEM,Luis Gutierrez,Uncontested race,20.4
4212,house,2016,IL,5th District,DEM,Mike Quigley,201983,67.6
4213,house,2016,IL,5th District,REP,Vince Kolber,82931,27.8
4214,house,2016,IL,5th District,Other,Rob Sherman,13867,4.6
4215,house,2016,IL,6th District,REP,Peter Roskam,205746,59.5
4216,house,2016,IL,6th District,DEM,Amanda Howland,140023,40.5
4217,house,2016,IL,7th District,DEM,Danny Davis,232322,84.0
4218,house,2016,IL,7th District,REP,Jeffrey Leef,44242,16.0
4219,house,2016,IL,8th District,DEM,Raja Krishnamoorthi,141138,58.1
4220,house,2016,IL,8th District,REP,Pete DiCianni,101893,41.9
4221,house,2016,IL,9th District,DEM,Janice Schakowsky,203834,65.8
4222,house,2016,IL,9th District,REP,Joan McCarthy Lasonde,105920,34.2
4223,house,2016,IL,10th District,DEM,Brad Schneider,147299,52.5
4224,house,2016,IL,10th District,REP,Robert Dold,133383,47.5
4225,house,2016,IL,11th District,DEM,Bill Foster,157659,59.9
4226,house,2016,IL,11th District,REP,Tonia Khouri,105762,40.1
4227,house,2016,IL,12th District,REP,Mike Bost,169233,54.3
4228,house,2016,IL,12th District,DEM,C.J. Baricevic,123754,39.7
4229,house,2016,IL,12th District,Other,Paula Bradshaw,18713,6.0
4230,house,2016,IL,13th District,REP,Rodney Davis,186791,59.7
4231,house,2016,IL,13th District,DEM,Mark Wicklund,125932,40.3
4232,house,2016,IL,14th District,REP,Randall Hultgren,197962,59.6
4233,house,2016,IL,14th District,DEM,Jim Walz,134362,40.4
4234,house,2016,IL,15th District,REP,John Shimkus,Uncontested race,40.4
4235,house,2016,IL,16th District,REP,Adam Kinzinger,Uncontested race,40.4
4236,house,2016,IL,17th District,DEM,Cheri Bustos,170746,60.1
4237,house,2016,IL,17th District,REP,Patrick Harlan,113141,39.9
4238,house,2016,IL,18th District,REP,Darin LaHood,248701,72.2
4239,house,2016,IL,18th District,DEM,Junius Rodriguez,95741,27.8
4240,house,2016,IN,1st District,DEM,Peter Visclosky,207299,81.5
4241,house,2016,IN,1st District,Other,Donna Dunn,47009,18.5
4242,house,2016,IN,2nd District,REP,Jackie Walorski,164276,59.3
4243,house,2016,IN,2nd District,DEM,Lynn Coleman,102332,36.9
4244,house,2016,IN,2nd District,Other,Ron Cenkush,10594,3.8
4245,house,2016,IN,3rd District,REP,Jim Banks,201216,70.1
4246,house,2016,IN,3rd District,DEM,Tommy Schrader,65908,23.0
4247,house,2016,IN,3rd District,Other,Pepper Snyder,19782,6.9
4248,house,2016,IN,4th District,REP,Todd Rokita,193272,64.6
4249,house,2016,IN,4th District,DEM,John Dale,91153,30.5
4250,house,2016,IN,4th District,Other,Steven Mayoras,14758,4.9
4251,house,2016,IN,5th District,REP,Susan Brooks,221785,61.5
4252,house,2016,IN,5th District,DEM,Angela Demaree,123791,34.3
